Poster,No_Bedroom,Area,Apartment_Type,Furniture_Type,Price,Latitude,Longitude
 cá nhân ,2.0,65.0,chung cư thường,full,7.0,21.0035021,105.8548206
 môi giới ,1.0,45.0,chung cư thường,unk,5.0,20.9599379,105.8337546
 cá nhân ,1.0,50.0,chung cư tập thể,full,4.0,21.018039,105.840135
 môi giới ,2.0,65.0,chung cư tập thể,full,5.5,20.9999496,105.8020387
 môi giới ,3.0,100.0,chung cư thường,cơ bản,9.0,20.9984939,105.8810622
 cá nhân ,2.0,75.0,chung cư thường,full,11.0,21.0652141,105.8077605
 môi giới ,2.0,55.0,chung cư thường,full,9.0,21.0461519,105.9156477
 môi giới ,2.0,97.0,chung cư thường,full,14.5,21.0347417,105.7946177
 môi giới ,1.0,30.0,chung cư mini,full cao cấp,4.5,21.0144138,105.8343161
 môi giới ,1.0,45.0,chung cư thường,full cao cấp,7.0,21.0153717,105.8128851
 môi giới ,2.0,84.0,chung cư thường,full,10.0,21.0442326,105.7673186
 môi giới ,1.0,30.0,chung cư thường,full,5.3,21.0462348,105.7904863
 môi giới ,3.0,105.0,chung cư thường,cơ bản,13.0,21.0071986,105.8070463
 môi giới ,2.0,50.0,chung cư thường,full,3.7,21.0197509,105.8027162
 môi giới ,2.0,76.0,chung cư thường,nguyên bản,7.0,20.9634973,105.8739143
 môi giới ,2.0,75.0,chung cư thường,cơ bản,10.5,21.0042496,105.8033839
 môi giới ,3.0,96.0,chung cư thường,full,12.0,20.9742146,105.8834073
 môi giới ,3.0,100.0,chung cư thường,full,13.0,20.9973213,105.8046722
 cá nhân ,2.0,70.0,chung cư thường,unk,5.5,20.9708389,105.7663272
 môi giới ,3.0,100.0,chung cư thường,full,12.5,21.0270609,105.8194896
 môi giới ,3.0,100.0,chung cư thường,cơ bản,11.0,21.0359385,105.793827
 môi giới ,1.0,45.0,chung cư thường,full,4.5,20.9599379,105.8337546
 môi giới ,2.0,54.0,chung cư thường,full,6.5,21.0568767,105.9171515
 môi giới ,2.0,80.0,chung cư thường,full,6.5,20.9753273,105.7893861
 môi giới ,1.0,92.0,chung cư thường,full,12.0,20.9972755,105.8671037
 môi giới ,2.0,50.0,chung cư thường,full,6.5,21.0218081,105.857853
 môi giới ,1.0,30.0,chung cư mini,unk,3.2,20.9918542,105.8167198
 cá nhân ,1.0,40.0,chung cư thường,unk,4.0,21.0123103,105.8289783
 cá nhân ,2.0,20.0,chung cư mini,unk,3.2,20.9757396,105.78937
 môi giới ,1.0,55.0,chung cư thường,unk,7.0,21.0314597,105.8226568
 cá nhân ,3.0,100.0,chung cư thường,full cao cấp,14.0,20.9732872,105.7783099
 môi giới ,2.0,85.0,chung cư thường,unk,10.0,20.9986634,105.8060795
 môi giới ,2.0,78.0,chung cư thường,full cao cấp,13.0,21.0042501,105.8695696
 môi giới ,3.0,100.0,chung cư thường,full cao cấp,11.0,21.0442326,105.7673186
 môi giới ,2.0,60.0,chung cư thường,full,8.0,21.0359385,105.793827
 môi giới ,2.0,80.0,chung cư thường,full cao cấp,9.5,20.9892253,105.8689946
 môi giới ,3.0,125.0,chung cư thường,full,8.5,21.0333475,105.7698529
 môi giới ,1.0,40.0,chung cư thường,full cao cấp,5.5,21.0640309,105.831724
 môi giới ,2.0,67.0,chung cư thường,full,6.5,20.9426652,105.7567406
 môi giới ,1.0,30.0,chung cư mini,full,4.5,20.9780756,105.8231535
 môi giới ,2.0,78.0,chung cư thường,full,12.0,21.0042501,105.8695696
 cá nhân ,2.0,40.0,chung cư tập thể,unk,6.5,20.998284,105.844229
 môi giới ,3.0,160.0,chung cư thường,full,14.99,21.0070457,105.8029953
 cá nhân ,1.0,25.0,chung cư thường,full,10.0,21.0349188,105.7643975
 môi giới ,2.0,87.0,chung cư thường,full cao cấp,15.0,20.9972755,105.8671037
 môi giới ,1.0,45.0,chung cư thường,unk,5.0,20.9599379,105.8337546
 môi giới ,3.0,100.0,chung cư thường,full,10.0,21.0442326,105.7673186
 môi giới ,2.0,80.0,chung cư thường,full,12.0,20.9982638,105.8673667
 môi giới ,2.0,50.0,chung cư thường,full,3.7,21.0215797,105.801082
 cá nhân ,1.0,53.0,chung cư thường,full,11.0,21.0461519,105.9156477
 cá nhân ,1.0,30.0,chung cư thường,full,7.0,21.0342686,105.8458576
 cá nhân ,2.0,50.0,chung cư tập thể,unk,4.0,21.0266087,105.8228661
 môi giới ,3.0,92.0,chung cư thường,full,9.0,20.9838668,105.8429164
 môi giới ,2.0,85.0,chung cư thường,full cao cấp,13.0,21.0043594,105.7944744
 môi giới ,2.0,70.0,chung cư thường,full,8.0,21.0344798,105.770146
 cá nhân ,1.0,20.0,chung cư tập thể,unk,1.3,21.0712141,105.7953432
 môi giới ,3.0,124.0,chung cư thường,full cao cấp,20.0,21.0417339,105.8065192
 cá nhân ,3.0,80.0,chung cư tập thể,unk,7.0,21.0237675,105.8108509
 môi giới ,1.0,46.0,chung cư thường,full,5.0,21.0164183,105.9448441
 môi giới ,2.0,95.0,chung cư thường,unk,10.5,20.9972755,105.8671037
 môi giới ,1.0,48.0,chung cư thường,full cao cấp,5.5,21.0164183,105.9448441
 cá nhân ,2.0,88.0,chung cư thường,cơ bản,10.0,20.9791557,105.7855763
 môi giới ,2.0,75.0,chung cư thường,full,10.5,21.0104484,105.8184403
 cá nhân ,2.0,45.0,chung cư thường,full,5.5,21.0025042,105.8295687
 môi giới ,2.0,62.0,chung cư thường,full,12.0,21.0041237,105.7819569
 môi giới ,1.0,25.0,chung cư mini,full,2.8,20.9885415,105.7930892
 cá nhân ,2.0,55.0,chung cư thường,unk,5.5,21.07043,105.8091699
 môi giới ,2.0,73.0,chung cư thường,nguyên bản,5.5,20.9599379,105.8337546
 môi giới ,1.0,20.0,chung cư mini,full,4.2,21.0058121,105.8143598
 môi giới ,1.0,36.0,chung cư thường,full,3.8,21.0082771,105.7820258
 môi giới ,2.0,52.0,chung cư thường,full,6.0,20.9642105,105.8452224
 môi giới ,1.0,25.0,chung cư studio,full cao cấp,3.4,20.972307,105.7955793
 cá nhân ,1.0,30.0,chung cư mini,unk,4.0,21.0366719,105.8064476
 môi giới ,3.0,80.0,chung cư thường,cơ bản,7.5,21.0383592,105.9339701
 cá nhân ,2.0,50.0,chung cư thường,full,5.5,20.9903367,105.7827237
 môi giới ,1.0,32.0,chung cư thường,full cao cấp,6.0,21.0434546,105.7907354
 môi giới ,1.0,28.0,chung cư mini,full,3.6,21.0779881,105.7869086
 cá nhân ,2.0,55.0,chung cư thường,full,5.5,21.0306915,105.7592122
 cá nhân ,2.0,120.0,chung cư mini,unk,9.0,21.0210979,105.8087914
 môi giới ,2.0,55.0,chung cư thường,full,6.0,21.0319529,105.7995321
 môi giới ,2.0,50.0,chung cư tập thể,full,1.8,21.020345,105.8122379
 môi giới ,2.0,32.0,chung cư thường,full,3.2,21.0300655,105.8226591
 môi giới ,2.0,80.0,chung cư thường,full,8.5,21.0333475,105.7698529
 môi giới ,3.0,118.0,chung cư thường,unk,8.0,20.9641152,105.7619568
 cá nhân ,2.0,60.0,chung cư tập thể,nguyên bản,5.5,21.0030041,105.8359903
 môi giới ,1.0,38.0,chung cư mini,full,3.8,20.9887356,105.8187558
 cá nhân ,2.0,65.0,chung cư thường,full,8.0,20.9799337,105.8646344
 môi giới ,3.0,70.0,chung cư tập thể,unk,7.0,21.0270609,105.8194896
 môi giới ,1.0,45.0,chung cư thường,full,5.0,20.9599379,105.8337546
 môi giới ,2.0,63.0,chung cư thường,full,6.0,21.0315136,105.9108488
 cá nhân ,1.0,27.0,chung cư mini,full,3.0,21.002125,105.8089493
 môi giới ,1.0,45.0,chung cư thường,full,9.0,21.0148194,105.8171784
 cá nhân ,1.0,35.0,chung cư thường,full,3.5,21.0529974,105.7390115
 môi giới ,2.0,86.0,chung cư thường,full,8.0,21.0309202,105.7592414
 môi giới ,1.0,30.0,chung cư thường,full cao cấp,6.0,21.0041237,105.7819569
 môi giới ,2.0,65.0,chung cư thường,full cao cấp,7.0,21.0164183,105.9448441
 môi giới ,1.0,40.0,chung cư thường,full,4.0,20.9502034,105.7910665
 môi giới ,2.0,75.0,chung cư thường,full,13.0,21.0349188,105.7643975
 môi giới ,3.0,90.0,chung cư thường,full cao cấp,10.0,20.9748425,105.7770977
 môi giới ,2.0,93.0,chung cư thường,full,12.0,20.9989466,105.8041753
 môi giới ,1.0,70.0,chung cư thường,full,9.0,21.0041237,105.7819569
 môi giới ,2.0,65.0,chung cư thường,full,7.0,21.0164183,105.9448441
 môi giới ,1.0,50.0,chung cư mini,full,6.7,21.0287748,105.8159809
 môi giới ,1.0,38.0,chung cư thường,full,8.0,21.0043594,105.7944744
 cá nhân ,3.0,76.0,chung cư thường,full,8.0,20.9585835,105.8426447
 môi giới ,2.0,80.0,chung cư thường,unk,6.5,20.9684049,105.786636
 môi giới ,3.0,110.0,chung cư thường,full,13.0,21.0179087,105.8117959
 môi giới ,1.0,45.0,chung cư thường,nguyên bản,4.0,20.9599379,105.8337546
 cá nhân ,2.0,35.0,chung cư mini,full,7.0,21.027628,105.840372
 môi giới ,2.0,60.0,chung cư thường,full cao cấp,6.5,20.9642105,105.8452224
 môi giới ,2.0,80.0,chung cư tập thể,full,7.0,21.0252147,105.8272504
 môi giới ,3.0,90.0,chung cư thường,unk,8.5,21.0319529,105.7995321
 môi giới ,2.0,80.0,chung cư thường,unk,7.5,21.0288348,105.8213945
 môi giới ,2.0,70.0,chung cư thường,unk,6.5,21.0089749,105.8345134
 môi giới ,1.0,18.0,chung cư thường,unk,3.0,21.0120283,105.7923126
 môi giới ,1.0,28.0,chung cư mini,full,4.5,21.0249208,105.8112625
 môi giới ,3.0,100.0,chung cư thường,full,12.5,20.9979677,105.8411428
 môi giới ,2.0,60.0,chung cư thường,full,11.0,20.9948414,105.8060662
 cá nhân ,2.0,40.0,chung cư mini,full,7.5,21.0250833,105.8398589
 môi giới ,2.0,84.0,chung cư thường,cơ bản,12.0,21.0257768,105.7917203
 môi giới ,2.0,75.0,chung cư thường,nguyên bản,7.5,21.0396318,105.8276543
 môi giới ,2.0,87.0,chung cư thường,full,12.0,21.0141788,105.7775527
 cá nhân ,1.0,30.0,chung cư mini,unk,4.5,21.0022646,105.8227453
 môi giới ,1.0,40.0,chung cư mini,unk,4.0,21.0367066,105.7772861
 cá nhân ,2.0,55.0,chung cư thường,nguyên bản,5.0,21.0164183,105.9448441
 môi giới ,1.0,30.0,chung cư mini,full,4.5,21.060162,105.8087345
 môi giới ,1.0,38.0,chung cư studio,full,9.0,21.0043594,105.7944744
 môi giới ,1.0,35.0,chung cư studio,unk,5.6,21.0015854,105.7995792
 môi giới ,2.0,95.0,chung cư thường,full,12.0,21.0359125,105.7842616
 môi giới ,2.0,80.0,chung cư thường,unk,7.0,20.9643701,105.7673354
 môi giới ,2.0,65.0,chung cư tập thể,unk,6.5,21.0235829,105.8052281
 cá nhân ,2.0,83.0,chung cư thường,full,10.0,21.0442326,105.7673186
 môi giới ,3.0,113.0,chung cư thường,full,20.0,21.0007314,105.8160439
 môi giới ,2.0,100.0,chung cư thường,full,11.0,20.9975498,105.8093537
 cá nhân ,2.0,120.0,chung cư thường,full,11.0,21.0061413,105.8039336
 cá nhân ,2.0,55.0,chung cư thường,full,7.0,21.0097745,105.9672329
 môi giới ,1.0,30.0,chung cư mini,full,4.0,21.0221606,105.771796
 môi giới ,1.0,25.0,chung cư mini,full,3.5,21.0713471,105.7932944
 cá nhân ,1.0,30.0,chung cư thường,cơ bản,3.0,20.9992358,105.7968459
 môi giới ,2.0,58.1,chung cư thường,cơ bản,6.5,20.9642105,105.8452224
 môi giới ,1.0,40.0,chung cư studio,full,5.0,21.0011673,105.8286284
 môi giới ,2.0,77.0,chung cư thường,unk,6.5,20.9642105,105.8452224
 môi giới ,2.0,73.0,chung cư thường,full,6.5,20.9642105,105.8452224
 môi giới ,2.0,50.0,chung cư studio,full,5.0,20.9920044,105.8166242
 môi giới ,2.0,55.0,chung cư thường,unk,7.5,21.0174168,105.7820991
 môi giới ,1.0,50.0,chung cư studio,full,3.0,20.9859397,105.813632
 cá nhân ,1.0,22.0,chung cư mini,unk,3.0,21.0098895,105.8177278
 môi giới ,2.0,73.0,chung cư thường,unk,7.0,20.9642105,105.8452224
 môi giới ,2.0,58.0,chung cư thường,full,6.0,20.9642105,105.8452224
 môi giới ,1.0,30.0,chung cư thường,full,3.0,20.9971504,105.8216911
 môi giới ,1.0,40.0,chung cư studio,full cao cấp,9.5,21.0105633,105.7994223
 môi giới ,2.0,81.0,chung cư thường,full,13.0,21.0161952,105.7802602
 môi giới ,2.0,75.0,chung cư thường,full,8.0,20.9989709,105.8066593
 môi giới ,2.0,70.0,chung cư thường,full,8.0,21.0323732,105.8095708
 môi giới ,1.0,35.0,chung cư thường,full,5.2,21.035864,105.791444
 môi giới ,1.0,38.0,chung cư studio,full cao cấp,9.0,21.0043594,105.7944744
 môi giới ,2.0,85.0,chung cư thường,cơ bản,7.0,20.9642105,105.8452224
 môi giới ,3.0,154.0,chung cư thường,full,11.0,20.9749347,105.7808936
 cá nhân ,1.0,35.0,chung cư thường,unk,2.8,21.0627748,105.8691657
 môi giới ,2.0,70.0,chung cư thường,full,11.0,20.9911024,105.8630615
 môi giới ,3.0,92.0,chung cư thường,full,14.0,21.0738351,105.8076991
 môi giới ,1.0,25.0,chung cư mini,full,2.9,21.0626832,105.7804089
 môi giới ,1.0,30.0,chung cư thường,full,3.6,20.9765856,105.7829043
 môi giới ,3.0,108.0,chung cư thường,unk,6.0,21.082717,105.7851
 cá nhân ,1.0,30.0,chung cư tập thể,nguyên bản,4.5,21.0104484,105.8184403
 cá nhân ,2.0,70.0,chung cư thường,full cao cấp,4.5,20.9999913,105.8699539
 môi giới ,1.0,38.0,chung cư studio,full,10.0,21.0105633,105.7994223
 môi giới ,1.0,30.0,chung cư mini,full cao cấp,4.3,21.0237785,105.7670494
 cá nhân ,2.0,40.0,chung cư thường,nguyên bản,3.5,21.0115122,105.8562904
 cá nhân ,1.0,30.0,chung cư studio,unk,4.5,21.0084108,105.8014449
 môi giới ,2.0,70.0,chung cư thường,full,5.0,20.9644424,105.8304975
 môi giới ,3.0,91.0,chung cư thường,full,13.0,21.0569074,105.7842341
 môi giới ,3.0,87.0,chung cư thường,full,14.0,21.0569074,105.7842341
 môi giới ,1.0,38.0,chung cư thường,full,5.5,20.9875545,105.8135338
 cá nhân ,1.0,35.0,chung cư mini,full,4.3,21.0134968,105.7795951
 môi giới ,2.0,70.0,chung cư thường,full,12.0,21.0042496,105.8033839
 môi giới ,2.0,70.0,chung cư thường,full,9.5,21.0229964,105.7928028
 môi giới ,3.0,112.0,chung cư studio,full cao cấp,17.5,21.0105633,105.7994223
 môi giới ,2.0,80.0,chung cư thường,unk,5.0,20.977862,105.7465724
 môi giới ,3.0,120.0,chung cư thường,full,16.0,21.0043594,105.7944744
 môi giới ,3.0,80.0,chung cư studio,full,8.0,21.0442326,105.7673186
 môi giới ,2.0,90.0,chung cư thường,full,12.0,21.0358611,105.8135088
 môi giới ,2.0,67.0,chung cư thường,cơ bản,10.0,21.0183106,105.7691467
 môi giới ,3.0,90.0,chung cư thường,full cao cấp,12.0,21.0569074,105.7842341
 môi giới ,1.0,30.0,chung cư studio,full,4.5,21.0151077,105.8385705
 cá nhân ,1.0,42.0,chung cư mini,full,4.2,21.0189723,105.830011
 cá nhân ,2.0,90.0,chung cư thường,full cao cấp,10.0,21.0359123,105.813064
 cá nhân ,1.0,38.0,chung cư studio,full,9.5,21.0043594,105.7944744
 môi giới ,1.0,38.0,chung cư studio,full,9.0,21.0043594,105.7944744
 môi giới ,1.0,38.0,chung cư thường,full,7.5,21.0043594,105.7944744
 cá nhân ,3.0,90.0,chung cư thường,full,6.0,21.0279563,105.8125883
 cá nhân ,1.0,45.0,chung cư mini,unk,3.5,21.0703851,105.8812108
 cá nhân ,1.0,25.0,chung cư thường,full,2.8,20.9885415,105.7930892
 cá nhân ,2.0,70.0,chung cư thường,full,6.5,20.9700447,105.8327123
 cá nhân ,1.0,35.0,chung cư studio,full,3.35,20.9801326,105.7781872
 môi giới ,3.0,97.0,chung cư thường,unk,2.55,20.9760107,105.869794
 cá nhân ,1.0,53.0,chung cư thường,cơ bản,4.2,20.9622571,105.7923394
 môi giới ,2.0,92.0,chung cư thường,full cao cấp,12.0,21.0738351,105.8076991
 môi giới ,2.0,92.0,chung cư thường,full cao cấp,12.0,21.0738351,105.8076991
 môi giới ,3.0,108.0,chung cư thường,full,16.0,21.0738351,105.8076991
 cá nhân ,1.0,40.0,chung cư tập thể,nguyên bản,3.0,21.0345651,105.8456548
 môi giới ,2.0,82.0,chung cư thường,full,11.0,21.0303441,105.7616398
 môi giới ,2.0,78.0,chung cư thường,full,10.5,20.9898009,105.7615252
 môi giới ,3.0,90.0,chung cư thường,full,9.5,20.9748425,105.7770977
 môi giới ,3.0,105.0,chung cư thường,full,13.0,20.9989466,105.8041753
 môi giới ,2.0,51.0,chung cư thường,full cao cấp,11.0,21.0105633,105.7994223
 môi giới ,2.0,80.0,chung cư thường,full,12.5,20.9986634,105.8060795
 môi giới ,2.0,25.0,chung cư mini,full,3.3,20.9753273,105.7893861
 môi giới ,2.0,75.0,chung cư thường,full,8.0,20.9989941,105.806699
 môi giới ,1.0,30.0,chung cư studio,full,4.5,21.0164183,105.9448441
 môi giới ,2.0,80.0,chung cư thường,unk,7.5,21.0135318,105.7817423
 môi giới ,2.0,48.0,chung cư thường,full cao cấp,3.0,21.0028376,105.8214577
 môi giới ,1.0,40.0,chung cư studio,unk,9.0,21.0105633,105.7994223
 môi giới ,2.0,54.0,chung cư thường,full,13.0,21.0105633,105.7994223
 cá nhân ,2.0,121.0,chung cư thường,full,10.0,21.0274869,105.7567627
 môi giới ,2.0,75.0,chung cư thường,cơ bản,9.0,21.0133686,105.8272509
 môi giới ,1.0,40.0,chung cư thường,full,7.0,21.0333588,105.8271852
 môi giới ,3.0,120.0,chung cư thường,cơ bản,10.0,20.9987085,105.8119786
 môi giới ,2.0,70.0,chung cư thường,cơ bản,8.0,20.9892354,105.8745359
 môi giới ,1.0,20.0,chung cư mini,full,3.5,21.0139865,105.7971098
 môi giới ,2.0,68.0,chung cư thường,cơ bản,8.0,21.0461519,105.9156477
 môi giới ,2.0,70.0,chung cư thường,cơ bản,8.0,20.9911024,105.8630615
 môi giới ,2.0,85.0,chung cư thường,unk,8.5,21.0324395,105.7983161
 môi giới ,3.0,99.0,chung cư thường,cơ bản,12.0,21.0442326,105.7673186
 môi giới ,2.0,60.0,chung cư tập thể,unk,7.0,21.0270609,105.8194896
 môi giới ,2.0,50.0,chung cư thường,full,5.0,21.0607423,105.8090045
 cá nhân ,1.0,35.0,chung cư mini,cơ bản,3.0,21.0041497,105.8249427
 môi giới ,2.0,60.0,chung cư thường,unk,5.5,21.0462329,105.7902764
 môi giới ,1.0,27.0,chung cư thường,full,4.3,21.0237785,105.7670494
 cá nhân ,2.0,62.0,chung cư mini,full,5.0,20.9824821,105.7933845
 môi giới ,1.0,55.0,chung cư thường,full cao cấp,7.0,21.0437152,105.8447156
 môi giới ,2.0,88.0,chung cư thường,full cao cấp,8.0,21.002084,105.807446
 môi giới ,1.0,30.0,chung cư mini,full,3.6,20.9773466,105.7826068
 môi giới ,3.0,70.0,chung cư thường,full,11.0,21.0174168,105.7820991
 môi giới ,1.0,45.0,chung cư thường,full cao cấp,6.3,21.0118398,105.8005827
 môi giới ,3.0,100.0,chung cư thường,full cao cấp,17.0,21.0105633,105.7994223
 cá nhân ,3.0,40.0,chung cư cao cấp,nguyên bản,20.0,21.009434,105.8558759
 môi giới ,2.0,70.0,chung cư thường,nguyên bản,8.0,21.0143594,105.8572806
 môi giới ,3.0,95.0,chung cư thường,cơ bản,10.0,21.0183106,105.7691467
 môi giới ,1.0,25.0,chung cư thường,cơ bản,6.5,21.0041237,105.7819569
 môi giới ,3.0,103.0,chung cư thường,full,14.0,21.031007,105.7598975
 môi giới ,2.0,80.0,chung cư thường,full,7.5,21.03702,105.7771671
 môi giới ,3.0,140.0,chung cư thường,unk,10.0,21.0301539,105.7742632
 môi giới ,1.0,56.0,chung cư thường,cơ bản,9.5,21.0349188,105.7643975
 môi giới ,2.0,72.0,chung cư thường,full,11.0,21.0852602,105.816961
 cá nhân ,2.0,108.0,chung cư thường,full,11.5,20.9962477,105.8545797
 môi giới ,3.0,85.0,chung cư thường,full,13.0,21.0042496,105.8033839
 cá nhân ,2.0,30.0,chung cư thường,nguyên bản,1.9,20.9772676,105.8359708
 môi giới ,2.0,70.0,chung cư thường,full,10.0,20.9959857,105.8021692
 môi giới ,1.0,38.0,chung cư mini,full,4.0,20.9831452,105.8153205
 môi giới ,1.0,20.0,chung cư thường,full cao cấp,4.5,21.0347206,105.8271548
 môi giới ,2.0,120.0,chung cư thường,full,11.0,21.0070457,105.8029953
 môi giới ,1.0,35.0,chung cư thường,full,6.0,21.0089838,105.8093966
 môi giới ,3.0,136.0,chung cư thường,cơ bản,21.0,20.9997728,105.8145324
 môi giới ,1.0,24.0,chung cư thường,full,2.7,20.9800125,105.8048856
 cá nhân ,3.0,96.0,chung cư thường,full,15.0,21.0310421,105.7808293
 môi giới ,2.0,60.0,chung cư thường,full,9.0,20.9800125,105.8048856
